customer_id,first_name,last_name,id_number,date_of_birth,gender,email,phone_number,province,city,postal_code,income_bracket,employment_status,credit_score
CUS90564,Heidi,Flores,8512184089,1939-02-04,F,heidi.flores@outlook.com,+270659211657,Mpumalanga,Pretoria,4910,250K-500K,Student,600
CUS61444,Jason,Krause,7601109089,1940-08-13,F,jason.krause@yahoo.com,+270603329963,Northern Cape,Durban,9504,100K-250K,Student,448
CUS26773,Deborah,Green,6008282084,1960-10-12,F,deborah.green@yahoo.com,+270639712587,Eastern Cape,Kimberley,1892,1M+,Student,345
CUS96374,Kimberly,Morales,9601217182,1944-11-03,M,kimberly.morales@yahoo.com,+270828259990,Gauteng,Johannesburg,9635,0-100K,Employed,388
CUS72924,Kathleen,Pierce,8801209081,1956-10-02,F,kathleen.pierce@gmail.com,+270616379046,North West,Kimberley,7899,500K-1M,Self-employed,577
CUS44329,Juan,Smith,9204022185,1952-01-17,F,juan.smith@yahoo.com,+270719242889,North West,Port Elizabeth,4485,1M+,Retired,431
CUS53390,Aaron,Bryant,9209227082,1941-10-03,F,aaron.bryant@outlook.com,+270821869211,Eastern Cape,Johannesburg,9654,100K-250K,Retired,566
CUS46028,Kristin,Clay,8403278080,1972-07-09,F,kristin.clay@yahoo.com,+270831547096,Free State,Nelspruit,5315,500K-1M,Student,478
CUS37713,Amanda,Moore,9704257188,1966-05-10,F,amanda.moore@yahoo.com,+270827270628,KwaZulu-Natal,Port Elizabeth,7375,250K-500K,Retired,751
CUS25840,Timothy,Rhodes,6901231080,1954-07-23,F,timothy.rhodes@yahoo.com,+270822551933,Eastern Cape,Pretoria,9107,1M+,Student,789
CUS50212,Richard,Sanchez,6302139088,1993-10-11,M,richard.sanchez@gmail.com,+270720415812,Gauteng,Cape Town,4337,250K-500K,Retired,659
CUS69796,Abigail,Gomez,6605232085,1977-07-30,M,abigail.gomez@outlook.com,+270812528278,Northern Cape,Port Elizabeth,4557,100K-250K,Retired,322
CUS69617,Robin,Stokes,6108166189,1999-04-23,M,robin.stokes@gmail.com,+270618516207,KwaZulu-Natal,Kimberley,8989,250K-500K,Self-employed,461
CUS71071,Richard,Miles,8003045186,1997-03-26,M,richard.miles@outlook.com,+270647336782,Free State,Johannesburg,7648,100K-250K,Student,687
CUS66183,Kristina,Shannon,7201109082,1992-10-07,F,kristina.shannon@outlook.com,+270667730409,North West,Durban,3167,1M+,Retired,663
CUS50578,Paula,Hill,7001218083,1960-06-14,F,paula.hill@outlook.com,+270812286426,North West,Bloemfontein,4238,250K-500K,Self-employed,791
CUS37249,Sara,Acosta,7804261089,1940-08-11,M,sara.acosta@gmail.com,+270687892379,Limpopo,Durban,6252,1M+,Student,639
CUS20385,Robin,Parks,7711264181,1961-12-31,F,robin.parks@gmail.com,+270642738651,KwaZulu-Natal,Bloemfontein,5626,100K-250K,Student,788
CUS81610,Paul,Herrera,9012245185,1960-02-04,F,paul.herrera@gmail.com,+270634504035,North West,Bloemfontein,8919,250K-500K,Retired,392
CUS13242,John,Simmons,8005288185,1992-06-14,M,john.simmons@gmail.com,+270619837442,North West,Kimberley,3399,500K-1M,Student,823
CUS70186,William,Barnes,9607277180,1994-05-14,F,william.barnes@gmail.com,+270652033984,Free State,Nelspruit,1047,500K-1M,Self-employed,512
CUS40715,Ashley,Johnson,7404091081,1975-11-28,M,ashley.johnson@yahoo.com,+270621590234,Gauteng,East London,2127,250K-500K,Student,748
CUS50513,James,Ramos,6405020085,1968-04-03,M,james.ramos@yahoo.com,+270621677084,Free State,Durban,3953,500K-1M,Retired,405
CUS15792,David,Miller,7212273185,1970-05-13,F,david.miller@outlook.com,+270635124604,Mpumalanga,Bloemfontein,4489,0-100K,Employed,474
CUS71106,Dana,Lewis,7905020182,1969-06-30,F,dana.lewis@yahoo.com,+270659552272,Western Cape,Port Elizabeth,4330,500K-1M,Student,830
CUS88296,Robin,Stewart,9712082187,1955-10-10,M,robin.stewart@outlook.com,+270688090152,Northern Cape,Port Elizabeth,7312,250K-500K,Self-employed,682
CUS67443,Christopher,Anderson,7701115088,1974-05-10,M,christopher.anderson@gmail.com,+270609631526,Free State,Pretoria,9004,500K-1M,Employed,535
CUS62484,Christopher,Cox,8610247180,2001-05-02,M,christopher.cox@gmail.com,+270634573394,Northern Cape,Polokwane,5033,250K-500K,Employed,643
CUS10077,Bailey,Hall,7202107085,1950-02-28,M,bailey.hall@gmail.com,+270666304472,Mpumalanga,East London,7794,0-100K,Retired,382
CUS48811,Dana,Cobb,8908037180,1943-05-28,M,dana.cobb@yahoo.com,+270617134755,Eastern Cape,Bloemfontein,1304,1M+,Student,666
CUS31298,Andrew,Fischer,6701263185,1945-09-19,F,andrew.fischer@outlook.com,+270653307592,KwaZulu-Natal,Kimberley,6374,250K-500K,Self-employed,418
CUS98326,Stacy,Washington,8501184180,1997-12-15,F,stacy.washington@yahoo.com,+270613395974,Western Cape,Port Elizabeth,6045,1M+,Student,353
CUS50755,Amy,Garrett,8911251089,2005-03-17,M,amy.garrett@yahoo.com,+270831801513,Gauteng,Bloemfontein,9507,500K-1M,Student,507
CUS46839,William,Cross,8107033189,1959-02-06,M,william.cross@yahoo.com,+270722354118,North West,Port Elizabeth,2986,250K-500K,Retired,715
CUS23950,Lisa,Ayers,7103286084,1941-10-03,M,lisa.ayers@outlook.com,+270689498235,Mpumalanga,Cape Town,5452,250K-500K,Retired,496
CUS10209,Daniel,Bishop,9710176089,1941-08-02,F,daniel.bishop@yahoo.com,+270712359133,Northern Cape,Pretoria,2558,500K-1M,Student,686
CUS43541,Jacob,Williamson,7109022189,1949-12-01,M,jacob.williamson@yahoo.com,+270639236472,Limpopo,East London,2925,100K-250K,Self-employed,367
CUS25819,Victoria,Fleming,9202254184,1952-01-31,M,victoria.fleming@gmail.com,+270839177777,KwaZulu-Natal,East London,6947,0-100K,Student,611
CUS61504,Kimberly,Skinner,8701202187,1955-03-02,F,kimberly.skinner@gmail.com,+270736519908,Eastern Cape,Polokwane,6931,0-100K,Employed,433
CUS48884,Garrett,Hunter,9802239186,2006-07-30,F,garrett.hunter@outlook.com,+270680867658,Free State,Nelspruit,6685,100K-250K,Employed,357
CUS57114,Hector,Keller,6001034184,1941-03-01,F,hector.keller@gmail.com,+270839496988,Free State,Cape Town,9681,1M+,Employed,560
CUS41185,Teresa,Thomas,9410201188,1974-01-05,F,teresa.thomas@yahoo.com,+270845942436,KwaZulu-Natal,Durban,8494,250K-500K,Employed,674
CUS65162,Steven,Rodgers,6409112085,1961-10-31,F,steven.rodgers@outlook.com,+270831501483,Gauteng,Bloemfontein,3326,500K-1M,Self-employed,564
CUS54502,David,Marshall,6506164087,1998-09-27,F,david.marshall@outlook.com,+270676210159,Free State,Bloemfontein,5711,100K-250K,Self-employed,765
CUS60896,Robert,Davis,9710199183,1968-01-09,F,robert.davis@yahoo.com,+270734622049,Northern Cape,Kimberley,3223,0-100K,Employed,349
CUS63697,Laurie,Ross,9701025089,1972-08-13,F,laurie.ross@outlook.com,+270673370587,Eastern Cape,Pretoria,3592,100K-250K,Student,303
CUS21632,Jeffrey,Sanford,6003187088,1968-01-01,F,jeffrey.sanford@gmail.com,+270653034838,Free State,East London,4440,250K-500K,Retired,459
CUS74722,Wendy,Finley,7110219085,1971-02-12,M,wendy.finley@yahoo.com,+270742118165,Northern Cape,Durban,6548,100K-250K,Self-employed,602
CUS20977,Michele,Brown,9801068083,1945-05-07,F,michele.brown@yahoo.com,+270849931629,Northern Cape,Kimberley,1992,1M+,Employed,544
CUS57111,Jeffrey,Miller,7212037189,2000-07-13,F,jeffrey.miller@yahoo.com,+270602491907,North West,East London,5017,1M+,Self-employed,617
CUS88561,Teresa,Orozco,6801037086,1965-02-18,F,teresa.orozco@yahoo.com,+270723872035,Mpumalanga,Polokwane,9478,1M+,Retired,700
CUS98148,Damon,Smith,8311027189,2005-11-27,F,damon.smith@yahoo.com,+270731138774,KwaZulu-Natal,Port Elizabeth,2593,0-100K,Employed,796
CUS63656,Cynthia,Dunn,7207253181,1957-11-15,F,cynthia.dunn@yahoo.com,+270649244492,Western Cape,Cape Town,6226,1M+,Retired,711
CUS23526,Christine,Green,9010227181,2006-07-24,M,christine.green@outlook.com,+270680458941,Gauteng,Cape Town,7815,0-100K,Retired,325
CUS11842,Kim,Bruce,7608245181,1943-06-03,M,kim.bruce@yahoo.com,+270716571637,Northern Cape,Cape Town,2914,1M+,Retired,693
CUS32552,Lori,Holmes,7712035181,2006-01-13,F,lori.holmes@gmail.com,+270812514817,Gauteng,Port Elizabeth,2281,100K-250K,Self-employed,635
CUS46770,Danielle,Acevedo,7403040082,1979-04-27,M,danielle.acevedo@gmail.com,+270670842661,Gauteng,Bloemfontein,2930,250K-500K,Retired,430
CUS89479,Caroline,Kelly,8602089189,1981-07-21,M,caroline.kelly@yahoo.com,+270677759490,Eastern Cape,Johannesburg,7666,100K-250K,Self-employed,333
CUS38015,Leslie,Vazquez,8307271186,1978-11-02,M,leslie.vazquez@outlook.com,+270760926126,Free State,Bloemfontein,4512,250K-500K,Employed,766
CUS87041,Jennifer,Maldonado,7408268186,1993-11-19,M,jennifer.maldonado@outlook.com,+270738266890,Mpumalanga,East London,4588,500K-1M,Employed,734
CUS70075,Deborah,Turner,6902205082,1970-06-27,M,deborah.turner@outlook.com,+270792472211,Eastern Cape,Polokwane,6912,1M+,Retired,451
CUS28264,James,Huff,8808158085,1939-08-22,F,james.huff@outlook.com,+270624241462,Eastern Cape,Kimberley,1035,250K-500K,Employed,584
CUS79164,Gary,Levy,7404198187,1962-01-12,M,gary.levy@gmail.com,+270625705555,Mpumalanga,Nelspruit,1900,250K-500K,Student,453
CUS79189,Tracey,Sawyer,6409097185,2006-01-02,F,tracey.sawyer@outlook.com,+270837583949,North West,Pretoria,7004,100K-250K,Retired,329
CUS62892,Melissa,Holmes,9606184085,1951-08-28,M,melissa.holmes@gmail.com,+270610655193,North West,Port Elizabeth,2918,100K-250K,Student,442
CUS42742,Shawn,Cooke,6407166087,1999-09-12,M,shawn.cooke@gmail.com,+270683872270,Mpumalanga,Johannesburg,5933,500K-1M,Retired,780
CUS66135,Vanessa,Duffy,8409149181,1960-03-02,M,vanessa.duffy@gmail.com,+270845664263,Limpopo,Johannesburg,9221,0-100K,Student,369
CUS60149,Raymond,Barron,9804128185,2006-04-15,F,raymond.barron@gmail.com,+270761860129,North West,Kimberley,2692,0-100K,Retired,642
CUS60846,Christopher,Mccoy,8112128080,1942-11-28,F,christopher.mccoy@gmail.com,+270723148422,Northern Cape,Nelspruit,5729,0-100K,Retired,806
CUS99505,Ashley,Lucas,9503231186,2004-11-01,M,ashley.lucas@gmail.com,+270842251867,Free State,Durban,3916,0-100K,Student,756
CUS27626,Bryan,Walker,7508181189,1972-05-13,M,bryan.walker@yahoo.com,+270689064708,KwaZulu-Natal,Port Elizabeth,2962,0-100K,Self-employed,675
CUS13132,Tara,Thornton,8408176087,1953-03-26,F,tara.thornton@gmail.com,+270838632127,Gauteng,Bloemfontein,9022,250K-500K,Retired,654
CUS13638,Tammy,Vazquez,6409052082,1994-11-07,M,tammy.vazquez@yahoo.com,+270614312649,Northern Cape,Nelspruit,4550,250K-500K,Employed,664
CUS50789,Destiny,Bell,8009037080,1941-01-11,M,destiny.bell@outlook.com,+270615603265,Mpumalanga,Bloemfontein,1768,0-100K,Retired,833
CUS46528,Ian,Mckinney,7003132085,1959-03-03,F,ian.mckinney@gmail.com,+270650744316,Western Cape,Johannesburg,5010,500K-1M,Employed,313
CUS44080,Heather,Swanson,7012101183,1962-04-08,F,heather.swanson@yahoo.com,+270765282709,Western Cape,Johannesburg,1025,1M+,Retired,516
CUS24674,Wanda,Day,6309214080,1979-12-28,M,wanda.day@outlook.com,+270718226990,Mpumalanga,Kimberley,5137,0-100K,Employed,713
CUS25388,Randall,Hull,9505220183,1974-12-24,F,randall.hull@yahoo.com,+270738464381,Northern Cape,Johannesburg,4402,250K-500K,Student,711
CUS59454,Jack,Brown,7611255085,1960-07-28,M,jack.brown@outlook.com,+270722044116,Northern Cape,Pretoria,1390,100K-250K,Self-employed,604
CUS36141,Lori,Bowman,8112146081,1943-05-23,M,lori.bowman@outlook.com,+270670258193,Northern Cape,Johannesburg,8302,1M+,Self-employed,792
CUS46820,Ellen,Glover,8704145185,1944-08-02,M,ellen.glover@yahoo.com,+270658702143,North West,Nelspruit,4621,1M+,Student,667
CUS26307,Jose,Bauer,6209013088,2004-06-25,M,jose.bauer@yahoo.com,+270824320445,Free State,Johannesburg,7700,1M+,Student,630
CUS17871,Michael,Evans,7109165085,1945-12-11,F,michael.evans@yahoo.com,+270768831083,Free State,Cape Town,1826,250K-500K,Retired,327
CUS60256,Janet,Schmidt,6806238180,2000-03-25,F,janet.schmidt@gmail.com,+270811175777,Western Cape,Cape Town,1546,100K-250K,Self-employed,809
CUS22067,Philip,Dillon,7301070085,1942-04-07,F,philip.dillon@outlook.com,+270836443369,Northern Cape,Johannesburg,9435,1M+,Self-employed,736
CUS75477,Angela,Hunt,6110192182,1967-09-05,F,angela.hunt@gmail.com,+270846302398,KwaZulu-Natal,Nelspruit,4421,250K-500K,Retired,792
CUS54457,Natalie,Smith,8607138084,1938-12-04,F,natalie.smith@yahoo.com,+270653716397,KwaZulu-Natal,Nelspruit,6133,500K-1M,Student,673
CUS41472,Christopher,Ray,6208107184,1956-06-20,M,christopher.ray@gmail.com,+270625730404,Northern Cape,Durban,2245,100K-250K,Student,337
CUS92072,John,Rivera,7808056082,2002-06-16,M,john.rivera@yahoo.com,+270799541264,Northern Cape,Port Elizabeth,5020,1M+,Student,501
CUS41616,James,Richmond,6901193185,1978-10-30,F,james.richmond@outlook.com,+270825418109,Northern Cape,Bloemfontein,5606,250K-500K,Student,650
CUS11189,Jeremiah,Vargas,8505121089,1973-10-27,F,jeremiah.vargas@gmail.com,+270671282563,KwaZulu-Natal,Cape Town,6410,0-100K,Student,649
CUS91937,Craig,Ray,7109105185,1978-03-30,F,craig.ray@yahoo.com,+270665766768,Northern Cape,Durban,7587,1M+,Retired,683
CUS21223,Aaron,Daugherty,9408046188,1976-07-02,M,aaron.daugherty@gmail.com,+270748312465,Free State,Johannesburg,8170,100K-250K,Student,328
CUS21154,Donald,Price,7607053085,1990-07-01,F,donald.price@gmail.com,+270831117410,Northern Cape,East London,5314,500K-1M,Student,585
CUS62104,Russell,Gibson,6905205187,1957-10-16,M,russell.gibson@gmail.com,+270637615953,Limpopo,Cape Town,3604,250K-500K,Retired,400
CUS57443,Harold,Keith,7710235082,1998-12-18,M,harold.keith@gmail.com,+270613020795,Gauteng,Durban,3673,250K-500K,Self-employed,620
CUS75820,Daniel,Burns,9501014081,1992-02-03,M,daniel.burns@gmail.com,+270668233154,Eastern Cape,Nelspruit,3337,250K-500K,Retired,574
CUS94083,Randy,Edwards,7911120081,1964-04-16,F,randy.edwards@gmail.com,+270722189989,Northern Cape,Bloemfontein,4431,1M+,Retired,838
CUS41323,Michelle,Pena,8302140180,1984-10-23,M,michelle.pena@gmail.com,+270600290612,Free State,East London,7852,0-100K,Employed,798
CUS53614,William,Ramirez,6610074188,1998-10-20,F,william.ramirez@outlook.com,+270738048533,Northern Cape,Polokwane,4765,1M+,Student,610
CUS65484,Nicholas,Mills,8006249180,1991-04-11,F,nicholas.mills@outlook.com,+270847362017,KwaZulu-Natal,Durban,2486,0-100K,Student,785
CUS34256,Daniel,Butler,8903026189,1968-03-26,M,daniel.butler@gmail.com,+270835875261,Western Cape,Nelspruit,1181,1M+,Self-employed,650
CUS19806,Andrew,Wilson,9803150086,1951-10-06,F,andrew.wilson@yahoo.com,+270810642168,Free State,Port Elizabeth,4695,1M+,Employed,772
CUS56883,Tyler,Hernandez,6202086180,1992-12-09,F,tyler.hernandez@gmail.com,+270848029938,Limpopo,Kimberley,5753,1M+,Employed,717
CUS84477,Andrew,Reynolds,7712282088,1959-12-18,M,andrew.reynolds@outlook.com,+270678541018,KwaZulu-Natal,Nelspruit,5865,250K-500K,Student,684
CUS90840,Carol,Cross,8103286180,1962-02-08,M,carol.cross@outlook.com,+270688752833,North West,Johannesburg,3448,0-100K,Self-employed,526
CUS75771,Michael,Keller,6107141189,1955-02-17,M,michael.keller@yahoo.com,+270620295500,Mpumalanga,Polokwane,5710,100K-250K,Self-employed,361
CUS46628,Maxwell,Clark,9710056186,1939-04-29,F,maxwell.clark@yahoo.com,+270681612914,KwaZulu-Natal,Port Elizabeth,3494,1M+,Retired,629
CUS36864,Mark,Bennett,7701068087,1953-06-27,F,mark.bennett@outlook.com,+270832038727,Mpumalanga,Johannesburg,7831,1M+,Employed,713
CUS32190,Patrick,Garcia,7205207186,1944-06-17,M,patrick.garcia@yahoo.com,+270787520873,Free State,Kimberley,7568,100K-250K,Retired,727
CUS96971,Victoria,Martin,9705138087,1993-01-27,F,victoria.martin@gmail.com,+270612933821,Mpumalanga,Kimberley,1826,1M+,Student,308
CUS70427,Michael,Jenkins,6405278086,1976-03-22,M,michael.jenkins@outlook.com,+270617137657,Limpopo,Durban,6504,0-100K,Employed,335
CUS25817,Michelle,Wilkins,8008072082,1991-09-26,M,michelle.wilkins@outlook.com,+270834369210,KwaZulu-Natal,Cape Town,7915,500K-1M,Retired,732
CUS13291,Jenna,Brooks,6204250081,1976-06-08,F,jenna.brooks@gmail.com,+270678034987,Western Cape,Polokwane,8810,250K-500K,Student,716
CUS99597,Katherine,Rollins,7605167081,2006-03-22,M,katherine.rollins@yahoo.com,+270665264461,KwaZulu-Natal,Kimberley,4178,100K-250K,Employed,667
CUS15965,Darren,Salazar,9503183183,1949-05-25,M,darren.salazar@outlook.com,+270713732949,Western Cape,Nelspruit,4275,250K-500K,Employed,803
CUS23505,Jason,Robinson,7601079189,1969-01-10,F,jason.robinson@gmail.com,+270791849602,Mpumalanga,Port Elizabeth,2800,100K-250K,Self-employed,780
CUS52240,Mary,Buchanan,8803224189,1945-04-02,M,mary.buchanan@outlook.com,+270666833566,Limpopo,Cape Town,2764,100K-250K,Student,747
CUS18353,Robert,Jackson,6306153083,1990-11-07,F,robert.jackson@gmail.com,+270604201897,Limpopo,Bloemfontein,9302,1M+,Student,764
CUS97458,Amy,Holland,8506148182,1954-03-09,M,amy.holland@yahoo.com,+270829452359,Gauteng,Cape Town,2476,0-100K,Retired,573
CUS86835,Jonathan,Johnson,6512139186,2005-05-10,M,jonathan.johnson@outlook.com,+270792514502,Western Cape,Durban,5683,500K-1M,Retired,755
CUS38285,Michael,Alvarez,8406036186,1995-11-19,M,michael.alvarez@outlook.com,+270729796415,North West,Kimberley,5619,1M+,Student,500
CUS94756,Amanda,Turner,7502141185,2003-04-19,F,amanda.turner@yahoo.com,+270849345427,Free State,Johannesburg,5175,100K-250K,Employed,481
CUS25067,Jessica,Harmon,9706085188,2003-07-03,F,jessica.harmon@outlook.com,+270686718644,KwaZulu-Natal,Pretoria,3014,500K-1M,Student,363
CUS22238,Amy,Jackson,8111200181,1989-09-02,M,amy.jackson@outlook.com,+270659560451,North West,Cape Town,8714,250K-500K,Student,841
CUS88830,Sydney,Obrien,8612041080,1965-10-17,F,sydney.obrien@outlook.com,+270826573717,Free State,Cape Town,3849,1M+,Retired,508
CUS95499,Diane,Johnson,8710059186,1989-02-15,F,diane.johnson@gmail.com,+270790292144,Mpumalanga,Pretoria,5174,250K-500K,Self-employed,766
CUS20533,Brian,Norton,9210129082,2004-04-01,M,brian.norton@yahoo.com,+270729365222,Western Cape,Pretoria,5629,250K-500K,Self-employed,442
CUS99866,Sarah,Hill,9504084086,1939-12-03,M,sarah.hill@gmail.com,+270628918463,Gauteng,Polokwane,5315,1M+,Student,394
CUS26891,Tyler,Calhoun,6411080182,1962-03-21,F,tyler.calhoun@outlook.com,+270793930074,Eastern Cape,Kimberley,7120,500K-1M,Employed,441
CUS27084,Jennifer,Taylor,7009183184,2005-09-23,M,jennifer.taylor@yahoo.com,+270742608164,Free State,Bloemfontein,1407,100K-250K,Self-employed,605
CUS43115,Miranda,Clarke,7110140182,1954-10-17,M,miranda.clarke@yahoo.com,+270645738901,Western Cape,Durban,9283,0-100K,Employed,553
CUS59598,Denise,Price,7406053181,1992-04-20,M,denise.price@outlook.com,+270649771538,Northern Cape,East London,6364,0-100K,Self-employed,799
CUS27966,Amber,Russell,7308271185,1941-12-03,M,amber.russell@gmail.com,+270811352040,Free State,Pretoria,6255,1M+,Employed,695
CUS81793,Margaret,Young,7805132080,1955-03-10,M,margaret.young@outlook.com,+270837413365,KwaZulu-Natal,Cape Town,5433,250K-500K,Retired,371
CUS63606,David,Johnson,7911221186,1957-12-26,F,david.johnson@yahoo.com,+270847013102,North West,East London,9063,0-100K,Employed,598
CUS72384,Amanda,Rodgers,8412132188,1982-08-11,F,amanda.rodgers@gmail.com,+270667732042,Northern Cape,Port Elizabeth,2693,1M+,Student,574
CUS22940,Rachel,Frank,9305246085,1967-05-22,M,rachel.frank@yahoo.com,+270637894256,Northern Cape,Durban,4076,0-100K,Employed,527
CUS17452,Alicia,Lopez,9712218181,1990-02-13,M,alicia.lopez@outlook.com,+270747352122,Western Cape,East London,4449,100K-250K,Employed,516
CUS77080,Jonathan,Estrada,6704172085,1954-03-11,F,jonathan.estrada@outlook.com,+270661597584,Limpopo,Nelspruit,9504,1M+,Student,409
CUS15806,James,Mccormick,8301062185,1982-07-25,M,james.mccormick@outlook.com,+270782130136,Western Cape,Durban,7090,250K-500K,Student,509
CUS63389,Debra,Campbell,9410227181,1983-05-24,F,debra.campbell@outlook.com,+270847431196,Northern Cape,Durban,4746,100K-250K,Student,597
CUS47646,Heather,Davis,6102238182,1975-06-22,M,heather.davis@gmail.com,+270767726689,Northern Cape,Cape Town,4020,0-100K,Retired,345
CUS34726,Jared,Cooper,8105087183,1958-09-26,F,jared.cooper@yahoo.com,+270638402155,Northern Cape,Pretoria,6669,250K-500K,Self-employed,819
CUS20986,Joseph,Ball,9711059080,1998-07-26,F,joseph.ball@gmail.com,+270784219723,Northern Cape,Johannesburg,7310,100K-250K,Self-employed,481
CUS81547,Cassandra,Greene,7411214085,2003-09-30,F,cassandra.greene@outlook.com,+270849135781,Eastern Cape,Johannesburg,1723,500K-1M,Student,758
CUS75706,Raymond,Vincent,7811048084,1978-06-26,M,raymond.vincent@outlook.com,+270736511119,Eastern Cape,Bloemfontein,5959,100K-250K,Employed,512
CUS78182,Gary,Dunn,6406119183,1977-10-15,F,gary.dunn@gmail.com,+270736410974,Mpumalanga,Johannesburg,1625,1M+,Self-employed,421
CUS12181,Robert,Matthews,8511261187,1944-05-18,M,robert.matthews@yahoo.com,+270740594385,Northern Cape,East London,9872,250K-500K,Self-employed,794
CUS51812,Andrew,Miller,8305015089,1963-12-06,F,andrew.miller@yahoo.com,+270732664201,Mpumalanga,Johannesburg,6688,1M+,Employed,468
CUS80175,Sarah,Foster,8910158080,1990-08-12,M,sarah.foster@outlook.com,+270785021489,Gauteng,Kimberley,5567,250K-500K,Student,332
CUS80987,Erica,Clark,6402111181,1981-03-17,M,erica.clark@yahoo.com,+270795167028,Gauteng,Kimberley,1576,0-100K,Self-employed,543
CUS97399,Christopher,Nelson,8409056087,1971-02-22,F,christopher.nelson@gmail.com,+270741277029,Northern Cape,Port Elizabeth,4559,100K-250K,Employed,513
CUS69499,Traci,Garrett,8112230082,1994-04-14,M,traci.garrett@yahoo.com,+270746405640,Free State,Johannesburg,1453,500K-1M,Employed,795
CUS63395,Donna,Harmon,9701096189,1953-10-06,F,donna.harmon@gmail.com,+270723598796,Free State,Bloemfontein,1806,500K-1M,Retired,678
CUS12282,Alan,Mcbride,6905148188,1940-11-08,M,alan.mcbride@gmail.com,+270651866128,KwaZulu-Natal,Nelspruit,4367,250K-500K,Employed,755
CUS14742,Stacey,Carter,8403039084,2003-05-05,M,stacey.carter@gmail.com,+270657669264,Northern Cape,Cape Town,5305,0-100K,Employed,589
CUS24065,Danielle,Gross,6811018188,1947-02-14,M,danielle.gross@yahoo.com,+270810727359,Gauteng,Pretoria,7609,250K-500K,Employed,419
CUS31134,Michelle,Adkins,7802276188,1949-10-16,M,michelle.adkins@yahoo.com,+270798475341,Free State,Port Elizabeth,1231,250K-500K,Employed,448
CUS26599,Elizabeth,Johnson,8108047083,1957-10-08,M,elizabeth.johnson@gmail.com,+270609728424,Limpopo,Nelspruit,9191,100K-250K,Employed,804
CUS54649,Melanie,Lambert,6507252086,1946-06-22,F,melanie.lambert@outlook.com,+270710055899,Northern Cape,Nelspruit,5123,0-100K,Employed,353
CUS75450,Samantha,Rich,6601271082,1981-03-06,F,samantha.rich@gmail.com,+270611967580,Northern Cape,Bloemfontein,2871,500K-1M,Retired,378
CUS10354,Maria,Richardson,7004254084,1993-06-05,F,maria.richardson@yahoo.com,+270814225119,Limpopo,Nelspruit,9755,100K-250K,Student,840
CUS33212,Jacqueline,Whitehead,7811214081,2002-08-27,F,jacqueline.whitehead@outlook.com,+270663792801,Mpumalanga,Kimberley,9939,0-100K,Student,565
CUS34705,Heather,Simon,8805125182,1999-01-12,F,heather.simon@outlook.com,+270688245687,KwaZulu-Natal,Nelspruit,7257,500K-1M,Employed,565
CUS58245,Monica,Williams,9908097089,1994-10-25,F,monica.williams@gmail.com,+270798121134,KwaZulu-Natal,Kimberley,3202,500K-1M,Self-employed,639
CUS47509,Mark,Rubio,9406080186,2005-07-08,F,mark.rubio@yahoo.com,+270637721559,Free State,Bloemfontein,5265,500K-1M,Self-employed,693
CUS84118,Teresa,Wright,7307159085,1995-09-26,F,teresa.wright@outlook.com,+270842108669,Mpumalanga,Pretoria,9912,1M+,Self-employed,341
CUS75675,Rachel,Ford,6208214086,1986-03-09,M,rachel.ford@yahoo.com,+270618210275,Gauteng,Nelspruit,3663,1M+,Student,374
CUS21779,Shane,Weaver,7011228083,2000-08-31,F,shane.weaver@outlook.com,+270764875228,Gauteng,Durban,2349,100K-250K,Self-employed,574
CUS29305,Ronald,Rodriguez,9508079186,1948-09-08,F,ronald.rodriguez@yahoo.com,+270846673931,Mpumalanga,Polokwane,2724,100K-250K,Retired,821
CUS46345,Christina,Wood,6204288082,1943-04-30,F,christina.wood@yahoo.com,+270680053799,Eastern Cape,East London,1005,1M+,Self-employed,799
CUS29986,Timothy,Allen,8204165080,1995-12-13,M,timothy.allen@gmail.com,+270678596653,Western Cape,Durban,5413,0-100K,Retired,342
CUS84208,Jennifer,Wolf,9603061187,1993-06-26,F,jennifer.wolf@gmail.com,+270765550057,Eastern Cape,Cape Town,5500,250K-500K,Self-employed,575
CUS14110,William,Knox,7612157186,1945-04-14,M,william.knox@gmail.com,+270631608641,Eastern Cape,Pretoria,8218,1M+,Student,622
CUS84549,Hannah,Smith,6502179185,1994-07-05,F,hannah.smith@outlook.com,+270655714257,North West,Pretoria,4569,250K-500K,Employed,510
CUS74547,Stephanie,Walsh,9209141086,1981-11-09,F,stephanie.walsh@outlook.com,+270819103958,Free State,Polokwane,2632,0-100K,Employed,451
CUS42752,Derrick,Barker,7011175180,1945-04-18,M,derrick.barker@yahoo.com,+270601511068,Free State,Nelspruit,6587,100K-250K,Student,551
CUS17222,Shane,Leon,6510027188,1991-04-01,M,shane.leon@yahoo.com,+270606897779,Limpopo,Kimberley,5124,250K-500K,Self-employed,551
CUS97360,Jeanne,Dougherty,9209208089,1990-06-11,F,jeanne.dougherty@yahoo.com,+270631114812,Mpumalanga,Cape Town,3762,100K-250K,Retired,784
CUS10551,Ethan,Rivera,9212211187,1964-12-25,M,ethan.rivera@gmail.com,+270607545275,North West,East London,9623,250K-500K,Retired,725
CUS55483,Cynthia,Cooper,6907208182,1942-09-10,M,cynthia.cooper@outlook.com,+270727347520,Free State,Kimberley,3241,250K-500K,Self-employed,499
