account_id,customer_id,account_type,opening_date,balance,status,interest_rate,currency,branch_code
ACC984070,CUS93169,Savings,2023-12-27,441244.07,Closed,7.36,ZAR,247921
ACC371780,CUS58083,Current,2024-03-10,972800.62,Dormant,10.74,ZAR,267942
ACC992905,CUS58083,Savings,2024-03-11,516213.79,Active,10.05,ZAR,211157
ACC801122,CUS58083,Credit Card,2023-08-24,376803.53,Dormant,8.86,ZAR,245899
ACC985782,CUS72198,Investment,2023-03-01,562653.53,Active,4.74,ZAR,294167
ACC619042,CUS72198,Savings,2021-10-04,960698.39,Active,9.92,ZAR,282949
ACC433204,CUS72198,Credit Card,2023-08-30,519083.44,Dormant,5.53,ZAR,266714
ACC565902,CUS72198,Investment,2022-11-30,168981.61,Closed,5.58,ZAR,209216
ACC639884,CUS75777,Investment,2021-08-13,427053.96,Active,7.89,ZAR,275392
ACC149137,CUS75777,Investment,2021-12-04,87483.07,Active,4.28,ZAR,263411
ACC375438,CUS75777,Home Loan,2020-04-20,280301.39,Active,7.44,ZAR,257319
ACC179170,CUS35982,Current,2021-10-20,487456.84,Active,4.93,ZAR,247723
ACC510427,CUS35982,Savings,2024-06-24,355515.94,Active,4.75,ZAR,297455
ACC885471,CUS35982,Credit Card,2022-10-30,77134.33,Closed,10.9,ZAR,244784
ACC196753,CUS93803,Savings,2022-05-30,877448.76,Active,3.77,ZAR,221940
ACC482058,CUS93803,Savings,2022-12-21,93785.03,Active,4.27,ZAR,246570
ACC920131,CUS42671,Credit Card,2022-12-30,60660.67,Active,10.02,ZAR,242728
ACC801846,CUS65206,Savings,2022-07-07,163391.83,Active,11.51,ZAR,240635
ACC599757,CUS65206,Investment,2021-10-14,867682.67,Closed,9.38,ZAR,208542
ACC952157,CUS70721,Home Loan,2021-09-03,455954.43,Closed,7.71,ZAR,216711
ACC865694,CUS65454,Current,2022-06-27,116921.61,Active,6.12,ZAR,225952
ACC623802,CUS65454,Investment,2024-07-12,769218.96,Active,5.04,ZAR,256641
ACC413333,CUS65454,Current,2020-02-27,116455.16,Active,9.26,ZAR,259776
ACC605952,CUS65454,Current,2020-05-20,840674.2,Closed,4.99,ZAR,296393
ACC523497,CUS78732,Current,2023-10-05,645891.3,Active,6.74,ZAR,210562
ACC497696,CUS78732,Credit Card,2021-08-22,219806.4,Active,5.68,ZAR,272190
ACC703169,CUS78732,Credit Card,2023-02-18,307897.74,Active,3.77,ZAR,246009
ACC597172,CUS78732,Credit Card,2021-05-16,338487.0,Active,3.82,ZAR,271706
ACC753589,CUS27710,Investment,2022-04-30,621816.76,Dormant,10.59,ZAR,223727
ACC212585,CUS16350,Investment,2023-10-21,553690.1,Dormant,9.16,ZAR,283447
ACC606359,CUS16350,Home Loan,2021-08-07,763837.14,Active,6.89,ZAR,286164
ACC624126,CUS16350,Savings,2022-03-01,484548.49,Dormant,5.77,ZAR,227300
ACC628351,CUS16350,Current,2020-08-08,447809.13,Active,10.59,ZAR,227208
ACC327003,CUS77075,Investment,2022-11-26,889317.35,Active,4.36,ZAR,202974
ACC808987,CUS12525,Credit Card,2021-04-09,228619.18,Active,5.5,ZAR,247735
ACC939523,CUS93208,Current,2021-12-22,315029.0,Dormant,11.28,ZAR,201832
ACC874601,CUS93208,Investment,2020-08-14,428954.24,Closed,4.73,ZAR,209483
ACC156450,CUS23376,Current,2022-07-06,57219.48,Active,6.75,ZAR,209798
ACC792341,CUS23376,Savings,2024-09-14,758729.82,Active,6.12,ZAR,280180
ACC839780,CUS99260,Home Loan,2024-11-12,815764.48,Active,5.95,ZAR,223102
ACC616904,CUS99260,Investment,2021-08-22,346197.45,Active,6.96,ZAR,264071
ACC712149,CUS99260,Investment,2022-12-06,970280.67,Active,5.68,ZAR,288905
ACC222897,CUS32038,Savings,2022-12-29,607084.32,Active,3.62,ZAR,291916
ACC533315,CUS32038,Savings,2023-04-20,847590.67,Active,11.78,ZAR,245832
ACC285084,CUS33523,Credit Card,2024-02-27,470460.93,Dormant,11.29,ZAR,264773
ACC444184,CUS85840,Home Loan,2024-05-19,597032.45,Active,10.46,ZAR,259317
ACC441425,CUS85840,Current,2021-04-01,567408.29,Dormant,10.91,ZAR,279252
ACC246516,CUS18647,Investment,2022-02-26,625078.06,Active,8.44,ZAR,251654
ACC524513,CUS77550,Home Loan,2023-10-19,507998.29,Active,3.75,ZAR,257919
ACC626338,CUS91842,Savings,2021-06-21,897363.4,Active,11.13,ZAR,289653
ACC392542,CUS91842,Credit Card,2024-01-29,46941.01,Active,8.3,ZAR,282168
ACC740273,CUS91842,Savings,2021-05-25,835252.14,Closed,4.56,ZAR,264637
ACC242499,CUS91842,Current,2022-11-20,403936.53,Dormant,8.62,ZAR,268691
ACC529151,CUS23316,Investment,2021-09-11,295172.54,Active,4.63,ZAR,262084
ACC447386,CUS23316,Savings,2021-09-20,93784.75,Active,11.88,ZAR,257097
ACC990052,CUS23316,Credit Card,2020-04-29,708053.88,Active,10.39,ZAR,288242
ACC870707,CUS64874,Current,2022-08-17,803979.33,Active,5.89,ZAR,255547
ACC330987,CUS64874,Current,2023-08-29,337401.4,Active,3.93,ZAR,254083
ACC835760,CUS64874,Credit Card,2023-12-20,316426.95,Active,10.79,ZAR,224484
ACC746274,CUS39716,Investment,2022-01-08,362075.67,Active,7.57,ZAR,244217
ACC684850,CUS39759,Current,2022-02-20,38579.21,Active,4.9,ZAR,213054
ACC138152,CUS39759,Current,2021-12-21,870038.34,Active,8.5,ZAR,225195
ACC401393,CUS39759,Savings,2020-05-17,605092.58,Active,7.92,ZAR,258364
ACC905341,CUS39759,Savings,2022-03-21,601739.4,Closed,11.88,ZAR,217441
ACC615710,CUS70649,Investment,2020-04-03,749968.56,Active,9.38,ZAR,285728
ACC171543,CUS70649,Credit Card,2020-06-19,593146.68,Dormant,9.44,ZAR,257411
ACC750958,CUS70649,Investment,2020-07-09,547023.77,Active,4.87,ZAR,247956
ACC358710,CUS70649,Current,2022-10-27,894698.65,Closed,4.82,ZAR,273710
ACC720412,CUS59054,Savings,2023-03-28,975311.97,Closed,11.77,ZAR,204598
ACC492508,CUS59054,Home Loan,2020-06-08,367933.07,Active,4.61,ZAR,282559
ACC787895,CUS48131,Investment,2020-05-14,473578.95,Dormant,10.69,ZAR,275343
ACC170192,CUS48131,Savings,2020-04-24,616062.8,Active,10.02,ZAR,237655
ACC346076,CUS48131,Current,2021-12-31,586841.74,Closed,11.88,ZAR,281347
ACC744792,CUS86389,Savings,2024-10-04,969074.11,Active,10.16,ZAR,242465
ACC385799,CUS86389,Savings,2022-05-09,850465.94,Active,10.69,ZAR,286358
ACC357549,CUS86389,Investment,2020-04-27,76541.75,Active,5.79,ZAR,225393
ACC263873,CUS86389,Savings,2021-11-09,250749.38,Active,9.02,ZAR,284694
ACC226992,CUS26799,Credit Card,2021-02-10,304160.04,Active,10.73,ZAR,264734
ACC230088,CUS26799,Home Loan,2020-08-22,945862.6,Active,11.98,ZAR,219649
ACC905652,CUS26799,Investment,2024-09-13,932250.04,Active,11.65,ZAR,212628
ACC166382,CUS26799,Home Loan,2022-12-23,3955.43,Active,5.23,ZAR,207329
ACC206316,CUS46592,Savings,2024-02-28,341668.76,Active,11.89,ZAR,236033
ACC768871,CUS94822,Home Loan,2023-03-14,192581.94,Dormant,3.52,ZAR,215751
ACC628556,CUS94822,Home Loan,2021-11-19,418790.03,Dormant,8.02,ZAR,250986
ACC759574,CUS94822,Home Loan,2020-08-02,294735.74,Active,7.97,ZAR,299541
ACC676047,CUS94822,Investment,2020-04-09,395196.0,Dormant,6.66,ZAR,238008
ACC975898,CUS64761,Current,2021-06-28,920134.27,Closed,9.29,ZAR,290754
ACC347336,CUS64761,Current,2023-08-25,982077.57,Active,8.99,ZAR,231890
ACC853873,CUS96984,Savings,2024-04-23,226168.92,Active,10.08,ZAR,265717
ACC169659,CUS10489,Current,2022-03-21,695793.9,Active,10.35,ZAR,288127
ACC559140,CUS50975,Investment,2023-09-22,276628.06,Closed,8.3,ZAR,285253
ACC758393,CUS50975,Credit Card,2020-05-20,396893.78,Active,4.17,ZAR,205592
ACC464006,CUS50975,Credit Card,2020-11-11,172528.02,Dormant,7.28,ZAR,210710
ACC295834,CUS50975,Savings,2020-04-22,398049.02,Active,9.12,ZAR,262059
ACC242835,CUS14130,Investment,2023-12-13,738616.92,Active,7.91,ZAR,218012
ACC990351,CUS66458,Current,2024-02-27,662942.52,Dormant,7.13,ZAR,226229
ACC359221,CUS66458,Current,2021-04-23,53311.67,Dormant,6.51,ZAR,268806
ACC944244,CUS66458,Savings,2021-05-26,201244.85,Closed,4.79,ZAR,212993
ACC181206,CUS12321,Savings,2022-07-12,174213.37,Active,5.47,ZAR,287339
ACC298216,CUS12321,Current,2023-01-12,906510.26,Closed,5.99,ZAR,213091
ACC605137,CUS12321,Investment,2024-02-28,158611.21,Active,7.7,ZAR,263426
ACC264893,CUS84362,Current,2024-06-26,763548.14,Active,4.66,ZAR,264256
ACC395668,CUS84362,Investment,2024-02-14,973460.17,Dormant,8.91,ZAR,237867
ACC737307,CUS84362,Home Loan,2020-05-21,756748.13,Active,6.26,ZAR,202416
ACC713659,CUS84362,Credit Card,2021-09-28,798703.88,Active,6.89,ZAR,280898
ACC122904,CUS27573,Current,2024-10-28,185738.89,Active,5.25,ZAR,273988
ACC985240,CUS32277,Savings,2020-11-23,970219.74,Active,11.9,ZAR,247433
ACC170696,CUS89088,Current,2021-04-26,274307.4,Active,8.16,ZAR,221118
ACC505314,CUS89088,Credit Card,2022-10-05,201292.28,Active,7.24,ZAR,216438
ACC893517,CUS68330,Savings,2020-09-23,22862.06,Dormant,4.35,ZAR,294665
ACC421961,CUS68330,Investment,2021-08-13,988356.9,Active,6.26,ZAR,237028
ACC595228,CUS19232,Current,2021-10-15,178150.41,Active,9.56,ZAR,237931
ACC485697,CUS19232,Current,2020-07-05,487816.15,Closed,6.76,ZAR,255747
ACC919526,CUS18995,Credit Card,2020-02-06,68648.48,Dormant,9.66,ZAR,236183
ACC170559,CUS18995,Investment,2020-04-05,288466.71,Dormant,6.25,ZAR,297821
ACC692546,CUS18995,Home Loan,2023-03-11,280992.92,Dormant,9.98,ZAR,231050
ACC310006,CUS70266,Savings,2021-10-29,514015.23,Closed,6.55,ZAR,222039
ACC161455,CUS86017,Investment,2022-09-18,788803.83,Active,6.05,ZAR,269604
ACC798998,CUS86131,Current,2024-05-01,369717.24,Active,6.58,ZAR,265917
ACC958065,CUS86131,Savings,2023-09-15,21379.85,Active,8.52,ZAR,206707
ACC509926,CUS86131,Investment,2022-12-14,691398.17,Closed,8.91,ZAR,210462
ACC306568,CUS86131,Current,2021-03-22,303734.17,Active,5.71,ZAR,205177
ACC638501,CUS83373,Credit Card,2024-08-19,479682.63,Closed,8.37,ZAR,269783
ACC826369,CUS34732,Credit Card,2021-08-15,251553.12,Active,8.56,ZAR,244328
ACC297630,CUS34732,Current,2020-10-30,341741.59,Active,10.63,ZAR,274103
ACC177663,CUS34732,Savings,2020-01-08,857938.42,Dormant,10.86,ZAR,208364
ACC754469,CUS26278,Savings,2023-11-03,736488.78,Closed,10.45,ZAR,296498
ACC957551,CUS65262,Home Loan,2020-09-22,115771.59,Closed,11.26,ZAR,289997
ACC653633,CUS65262,Savings,2024-06-03,85300.1,Closed,9.72,ZAR,258029
ACC570421,CUS65262,Home Loan,2023-09-06,180092.24,Dormant,7.16,ZAR,271660
ACC456681,CUS90575,Current,2023-09-16,287755.63,Active,7.09,ZAR,202462
ACC728772,CUS82512,Credit Card,2021-12-26,338231.78,Closed,3.87,ZAR,215498
ACC145764,CUS82512,Credit Card,2021-07-17,585111.97,Closed,9.59,ZAR,243603
ACC380130,CUS82512,Savings,2024-05-14,754201.57,Dormant,9.34,ZAR,204716
ACC487584,CUS82512,Savings,2022-02-17,699468.71,Closed,5.32,ZAR,224521
ACC242818,CUS53499,Savings,2021-01-29,887009.6,Active,4.91,ZAR,243721
ACC427699,CUS53499,Credit Card,2021-08-12,814412.21,Active,6.88,ZAR,279591
ACC650955,CUS53499,Credit Card,2023-03-06,934497.81,Active,11.88,ZAR,232440
ACC223925,CUS53499,Credit Card,2021-01-22,290956.86,Active,4.92,ZAR,270026
ACC828462,CUS60223,Home Loan,2021-11-18,331059.43,Active,3.85,ZAR,245619
ACC200428,CUS60223,Investment,2024-10-03,503112.39,Dormant,9.42,ZAR,240501
ACC764518,CUS45448,Credit Card,2022-11-04,735008.05,Active,10.2,ZAR,213240
ACC204418,CUS45448,Credit Card,2022-06-29,108357.55,Active,8.93,ZAR,226341
ACC707547,CUS45448,Current,2020-02-07,379223.02,Active,3.86,ZAR,257114
ACC136978,CUS45448,Savings,2022-10-22,336788.68,Active,7.03,ZAR,235589
ACC829669,CUS70899,Home Loan,2020-11-05,776102.13,Dormant,5.99,ZAR,245290
ACC493487,CUS70899,Savings,2022-03-28,594511.46,Closed,10.16,ZAR,245203
ACC518695,CUS97533,Current,2024-06-20,121804.28,Active,4.62,ZAR,219740
ACC433019,CUS97533,Credit Card,2024-07-14,20012.96,Active,9.23,ZAR,218359
ACC925816,CUS84611,Savings,2020-05-04,21008.76,Active,9.93,ZAR,213249
ACC912530,CUS84611,Savings,2023-02-19,815127.33,Closed,5.9,ZAR,291123
ACC515136,CUS84611,Savings,2020-09-01,54390.93,Dormant,11.97,ZAR,277977
ACC547470,CUS84611,Home Loan,2022-10-29,738670.31,Active,5.37,ZAR,207771
ACC942021,CUS46445,Savings,2022-11-24,105593.69,Closed,5.52,ZAR,244180
ACC792554,CUS46445,Savings,2024-01-03,228842.17,Active,8.78,ZAR,239319
ACC741627,CUS46445,Savings,2020-04-08,887121.72,Dormant,11.56,ZAR,235151
ACC774348,CUS46445,Savings,2020-01-25,638867.93,Closed,11.86,ZAR,288775
ACC498825,CUS29130,Credit Card,2020-09-20,740481.02,Active,10.75,ZAR,279249
ACC469783,CUS12623,Home Loan,2022-08-10,320703.25,Active,11.97,ZAR,221102
ACC426558,CUS38564,Savings,2023-04-14,154601.87,Active,9.45,ZAR,230829
ACC595379,CUS38564,Investment,2021-08-26,463698.74,Active,9.11,ZAR,297685
ACC755019,CUS38564,Credit Card,2022-08-26,536452.63,Active,5.65,ZAR,274183
ACC923556,CUS38564,Current,2020-10-30,547774.61,Active,8.8,ZAR,211892
ACC973318,CUS70851,Investment,2024-03-22,673462.14,Active,6.32,ZAR,244229
ACC513599,CUS70851,Credit Card,2021-02-07,834180.2,Active,8.54,ZAR,261980
ACC667762,CUS43548,Current,2023-10-21,738323.65,Closed,8.89,ZAR,250786
ACC684034,CUS43548,Current,2020-04-01,17915.23,Active,7.89,ZAR,278066
ACC490009,CUS43548,Current,2020-04-14,794101.57,Active,6.05,ZAR,229237
ACC203218,CUS36351,Investment,2024-10-26,954116.67,Active,8.07,ZAR,277503
ACC743154,CUS36351,Home Loan,2023-08-23,167133.37,Dormant,6.63,ZAR,227974
ACC622210,CUS36351,Home Loan,2022-05-14,277537.59,Active,8.56,ZAR,264044
ACC202021,CUS71635,Home Loan,2022-09-06,742033.96,Active,9.87,ZAR,215648
ACC403586,CUS57023,Investment,2023-08-01,369283.35,Dormant,7.1,ZAR,278080
ACC875538,CUS57023,Home Loan,2023-05-11,415799.26,Active,4.15,ZAR,274175
ACC338610,CUS57023,Savings,2023-06-04,390304.03,Active,4.38,ZAR,209552
ACC534690,CUS57023,Current,2022-10-17,286097.74,Active,4.32,ZAR,290903
ACC285675,CUS45226,Home Loan,2021-12-28,402148.42,Dormant,9.57,ZAR,268784
ACC548557,CUS32622,Current,2021-10-21,642628.57,Active,11.36,ZAR,249885
ACC130153,CUS32622,Home Loan,2020-12-04,225898.15,Dormant,9.28,ZAR,232948
ACC753651,CUS27176,Current,2022-09-16,889806.23,Active,11.13,ZAR,284604
ACC898132,CUS27176,Credit Card,2023-04-01,321792.6,Active,7.18,ZAR,284022
ACC216741,CUS27176,Credit Card,2021-11-26,66557.63,Dormant,6.99,ZAR,286203
ACC181410,CUS80046,Investment,2024-06-09,504555.53,Closed,7.11,ZAR,234242
ACC825273,CUS80046,Current,2024-07-19,692796.11,Active,8.59,ZAR,230673
ACC129816,CUS29308,Savings,2020-02-22,900218.32,Active,9.44,ZAR,288594
ACC894687,CUS29308,Credit Card,2021-08-25,70280.84,Active,7.15,ZAR,285628
ACC697230,CUS29308,Investment,2021-02-05,931291.48,Closed,8.42,ZAR,232021
ACC844054,CUS36892,Credit Card,2020-05-03,34263.01,Active,7.03,ZAR,202111
ACC651263,CUS36892,Investment,2021-05-01,88099.09,Closed,11.56,ZAR,255455
ACC526777,CUS36892,Home Loan,2024-11-16,570316.14,Closed,5.32,ZAR,200013
ACC608298,CUS22869,Current,2024-03-31,187439.52,Dormant,6.93,ZAR,291921
ACC936189,CUS22869,Investment,2021-08-25,22967.58,Closed,8.53,ZAR,298095
ACC401217,CUS22869,Savings,2021-01-20,389881.2,Active,4.99,ZAR,293552
ACC623339,CUS22869,Credit Card,2023-07-31,953845.45,Active,9.57,ZAR,284708
ACC608892,CUS56539,Home Loan,2021-09-06,428682.09,Active,11.31,ZAR,293883
ACC454511,CUS56539,Investment,2022-06-05,373626.33,Closed,10.17,ZAR,293638
ACC483490,CUS56539,Credit Card,2024-09-14,85549.04,Active,7.96,ZAR,251095
ACC544521,CUS57052,Credit Card,2022-02-04,311983.19,Closed,11.09,ZAR,237069
ACC255171,CUS57052,Credit Card,2024-09-02,211905.22,Closed,5.86,ZAR,239180
ACC562047,CUS64889,Savings,2022-08-02,496630.94,Active,3.77,ZAR,211148
ACC703973,CUS64889,Investment,2022-12-19,216938.59,Dormant,7.59,ZAR,241093
ACC414985,CUS64889,Current,2024-10-08,346069.58,Active,3.9,ZAR,231150
ACC796148,CUS93717,Investment,2023-08-23,616755.42,Active,11.16,ZAR,213826
ACC778887,CUS93717,Credit Card,2022-09-24,669538.63,Active,6.34,ZAR,248224
ACC803037,CUS93717,Credit Card,2021-10-22,87627.41,Active,7.1,ZAR,245283
ACC216376,CUS44752,Investment,2022-07-17,614550.4,Active,10.26,ZAR,278850
ACC345156,CUS37344,Current,2020-02-14,571690.66,Active,8.35,ZAR,228053
ACC728681,CUS37344,Home Loan,2021-07-21,237632.42,Active,11.19,ZAR,205787
ACC137813,CUS37344,Savings,2023-09-22,673118.69,Active,7.38,ZAR,291330
ACC614591,CUS37344,Investment,2021-04-16,568700.13,Active,8.9,ZAR,257027
ACC975530,CUS86433,Savings,2024-10-23,43655.67,Dormant,7.6,ZAR,269280
ACC900997,CUS86433,Home Loan,2023-02-12,686946.12,Dormant,11.91,ZAR,283898
ACC654200,CUS86433,Investment,2023-03-17,600443.23,Active,9.23,ZAR,273504
ACC918791,CUS86433,Home Loan,2021-04-24,780874.49,Active,6.04,ZAR,209034
ACC632596,CUS67349,Investment,2021-02-24,311491.37,Active,6.35,ZAR,224696
ACC768313,CUS67349,Savings,2020-01-20,798167.73,Closed,5.42,ZAR,214025
ACC168681,CUS67349,Investment,2021-08-26,533864.44,Dormant,11.97,ZAR,221562
ACC119621,CUS67349,Home Loan,2024-10-23,271603.6,Closed,9.25,ZAR,207157
ACC495909,CUS77116,Investment,2020-10-09,872454.89,Closed,5.48,ZAR,265985
ACC155057,CUS77116,Investment,2024-03-25,145797.57,Closed,7.3,ZAR,206338
ACC247060,CUS77116,Savings,2024-11-08,845150.85,Active,11.62,ZAR,200840
ACC253432,CUS66326,Current,2021-12-28,213238.9,Closed,5.05,ZAR,245317
ACC675889,CUS66326,Home Loan,2022-08-11,528348.33,Active,9.96,ZAR,282117
ACC981622,CUS66326,Investment,2020-02-27,636752.34,Closed,10.81,ZAR,263538
ACC505131,CUS66326,Current,2022-12-10,430631.92,Active,6.19,ZAR,256801
ACC246599,CUS11443,Savings,2021-10-22,711644.13,Dormant,9.6,ZAR,203009
ACC465311,CUS11443,Home Loan,2024-11-05,438502.23,Active,10.07,ZAR,210035
ACC627509,CUS11443,Current,2021-12-26,281116.41,Active,4.36,ZAR,249180
ACC838166,CUS11443,Savings,2023-06-02,129874.06,Closed,11.59,ZAR,250748
ACC867039,CUS24973,Home Loan,2021-03-03,204251.07,Dormant,10.94,ZAR,248712
ACC302866,CUS24973,Credit Card,2020-11-10,399404.54,Dormant,11.94,ZAR,257091
ACC770807,CUS24973,Savings,2021-11-02,236047.74,Active,5.23,ZAR,292185
ACC939212,CUS24973,Current,2023-07-16,998888.31,Active,11.49,ZAR,240172
ACC370238,CUS24425,Savings,2020-05-28,296406.76,Closed,3.97,ZAR,245241
ACC266044,CUS24425,Home Loan,2021-12-07,737253.53,Active,6.41,ZAR,265780
ACC804528,CUS78825,Current,2020-05-23,502214.22,Dormant,11.07,ZAR,224221
ACC520132,CUS78825,Current,2020-07-25,398967.58,Active,11.85,ZAR,229950
ACC226428,CUS78825,Investment,2022-02-11,507726.08,Closed,11.66,ZAR,295533
ACC707913,CUS78825,Current,2021-03-11,327782.68,Active,4.08,ZAR,274346
ACC859781,CUS87846,Investment,2022-07-22,778043.53,Active,5.42,ZAR,258176
ACC818568,CUS87846,Credit Card,2024-05-01,394643.56,Active,6.75,ZAR,296331
ACC288909,CUS87846,Home Loan,2024-11-04,128081.17,Active,6.26,ZAR,222862
ACC563815,CUS21203,Current,2021-08-08,729743.75,Active,10.41,ZAR,225505
ACC799635,CUS21203,Current,2022-12-06,204164.94,Closed,8.32,ZAR,247442
ACC590995,CUS21203,Credit Card,2021-04-14,970137.58,Active,8.9,ZAR,246985
ACC835143,CUS21203,Investment,2022-02-28,945763.18,Dormant,10.2,ZAR,295830
ACC752939,CUS83680,Credit Card,2022-05-11,795294.24,Closed,5.54,ZAR,271545
ACC194519,CUS83680,Investment,2023-05-07,767675.88,Active,4.61,ZAR,298441
ACC734555,CUS70017,Credit Card,2021-09-08,440854.24,Active,5.96,ZAR,239732
ACC288113,CUS70017,Investment,2024-05-05,369674.96,Active,5.78,ZAR,270454
ACC198245,CUS61577,Credit Card,2022-06-06,908338.62,Active,3.99,ZAR,210584
ACC112290,CUS61577,Investment,2020-07-27,809299.19,Dormant,8.87,ZAR,248127
ACC574885,CUS17093,Savings,2020-08-23,492008.38,Active,4.61,ZAR,299245
ACC615613,CUS21262,Home Loan,2020-06-06,370081.92,Dormant,7.32,ZAR,289336
ACC328602,CUS21262,Current,2021-03-08,863781.77,Closed,4.61,ZAR,260704
ACC319296,CUS65273,Home Loan,2022-02-24,103857.69,Active,6.14,ZAR,246610
ACC110952,CUS65273,Savings,2024-07-05,126205.43,Dormant,7.44,ZAR,238640
ACC290883,CUS20116,Home Loan,2020-04-28,173333.98,Dormant,11.49,ZAR,211279
ACC865128,CUS20116,Savings,2023-01-16,315148.07,Active,10.94,ZAR,216331
ACC394509,CUS31796,Current,2022-08-25,751634.95,Active,11.6,ZAR,220652
ACC465855,CUS31796,Investment,2024-09-12,549712.81,Closed,4.19,ZAR,255082
ACC509007,CUS31796,Current,2023-03-18,214945.58,Dormant,11.67,ZAR,243227
ACC144537,CUS31796,Investment,2021-01-17,870207.12,Active,6.9,ZAR,271147
ACC864149,CUS40612,Savings,2022-06-17,911918.53,Active,6.96,ZAR,224367
ACC448152,CUS40612,Credit Card,2021-05-04,271507.56,Dormant,9.91,ZAR,205250
ACC610281,CUS86414,Credit Card,2021-07-29,503259.36,Active,9.56,ZAR,294701
ACC917245,CUS86414,Investment,2020-03-05,234656.33,Active,7.2,ZAR,209609
ACC838017,CUS86414,Investment,2022-03-05,694644.32,Active,10.6,ZAR,224754
ACC254822,CUS78693,Credit Card,2022-05-01,94744.06,Active,7.8,ZAR,297891
ACC826298,CUS78693,Home Loan,2022-05-09,657739.63,Dormant,9.52,ZAR,222236
ACC340145,CUS20021,Current,2022-05-28,857371.2,Active,6.19,ZAR,242019
ACC551608,CUS97749,Credit Card,2024-10-10,67190.58,Dormant,11.34,ZAR,289676
ACC860668,CUS97749,Savings,2021-11-02,772570.88,Dormant,8.66,ZAR,208807
ACC136266,CUS97749,Investment,2021-03-21,913780.19,Closed,11.21,ZAR,213127
ACC169085,CUS31115,Current,2021-11-20,431336.98,Active,11.09,ZAR,292513
ACC660534,CUS31115,Credit Card,2022-11-09,103307.18,Dormant,5.16,ZAR,250185
ACC336241,CUS31115,Savings,2024-03-22,706675.39,Active,6.93,ZAR,209288
ACC723672,CUS31115,Savings,2020-12-12,25859.08,Active,9.1,ZAR,299593
ACC835024,CUS50919,Investment,2023-09-30,84523.84,Active,3.86,ZAR,278142
ACC929911,CUS89349,Current,2023-04-01,453632.78,Dormant,7.41,ZAR,225349
ACC584121,CUS30173,Home Loan,2022-09-05,246390.86,Active,6.82,ZAR,208005
ACC932975,CUS99698,Investment,2022-06-21,942129.92,Active,3.71,ZAR,214778
ACC854504,CUS61985,Savings,2020-07-24,234802.31,Dormant,10.49,ZAR,242500
ACC333055,CUS61985,Credit Card,2022-04-02,235347.36,Closed,10.31,ZAR,218870
ACC808324,CUS61985,Savings,2022-02-19,23222.84,Dormant,9.75,ZAR,209193
ACC760886,CUS61985,Credit Card,2021-06-15,677288.27,Active,4.39,ZAR,279710
ACC446091,CUS85245,Current,2023-08-14,403416.08,Closed,7.33,ZAR,225874
ACC202218,CUS85245,Current,2023-10-01,89614.61,Active,4.66,ZAR,213104
ACC407361,CUS85245,Credit Card,2021-08-10,819771.39,Active,5.14,ZAR,277283
ACC464489,CUS89558,Current,2021-07-31,481317.57,Closed,9.33,ZAR,234047
ACC322876,CUS89558,Investment,2022-01-25,157255.39,Closed,10.86,ZAR,251075
ACC649792,CUS89558,Current,2024-02-26,213980.22,Active,4.86,ZAR,264185
ACC734746,CUS89558,Savings,2022-07-06,769988.83,Dormant,7.4,ZAR,219087
ACC319771,CUS63327,Investment,2021-01-31,704544.82,Active,5.8,ZAR,207857
ACC656935,CUS69530,Current,2020-08-09,197222.98,Active,10.37,ZAR,228543
ACC528063,CUS69530,Credit Card,2021-05-27,301225.96,Active,4.11,ZAR,294629
ACC526601,CUS69530,Home Loan,2020-08-27,984539.54,Active,11.96,ZAR,207357
ACC121042,CUS69530,Savings,2024-01-17,468794.94,Active,7.3,ZAR,295875
ACC716346,CUS49402,Credit Card,2022-01-24,696777.54,Dormant,4.73,ZAR,252090
ACC456159,CUS49402,Credit Card,2023-07-21,125282.74,Dormant,3.96,ZAR,231539
ACC459207,CUS49402,Investment,2020-03-21,744843.71,Dormant,5.65,ZAR,232554
ACC633146,CUS49402,Current,2021-02-14,177809.51,Dormant,10.92,ZAR,247701
ACC485288,CUS11570,Savings,2022-12-30,73439.83,Active,7.08,ZAR,200601
ACC327868,CUS11570,Credit Card,2021-02-14,113248.38,Active,7.09,ZAR,250057
ACC976746,CUS11570,Investment,2021-02-24,899767.45,Dormant,9.19,ZAR,257512
ACC891544,CUS11570,Credit Card,2023-03-15,830549.01,Active,10.58,ZAR,275447
ACC372676,CUS46438,Credit Card,2022-08-27,53835.09,Active,4.82,ZAR,209169
ACC827668,CUS46438,Home Loan,2021-03-03,77104.34,Active,8.45,ZAR,220667
ACC669442,CUS13134,Credit Card,2023-11-12,166972.42,Closed,5.6,ZAR,201731
ACC359886,CUS62091,Investment,2020-04-29,831249.03,Active,7.29,ZAR,228674
ACC566675,CUS26144,Current,2023-06-11,76444.81,Dormant,9.26,ZAR,294114
ACC714710,CUS30306,Current,2020-07-02,321600.99,Dormant,7.06,ZAR,239190
ACC249511,CUS30306,Investment,2024-02-17,659840.77,Active,5.11,ZAR,252150
ACC909472,CUS85987,Home Loan,2023-06-02,183562.32,Active,11.25,ZAR,297882
ACC782530,CUS11880,Current,2024-07-15,849328.54,Closed,6.62,ZAR,296126
ACC835739,CUS68641,Savings,2020-02-03,352768.11,Active,3.64,ZAR,223193
